seconds,points,two_p,two_pm,value
20182,120,77,43,142
6570,44,33,15,34
1153,4,4,2,-5
6837,46,32,15,26
310,0,1,0,-2
26,0,0,0,0
6826,47,9,5,28
1947,10,7,2,8
5210,42,25,14,50
19580,121,38,22,118
39585,199,29,12,85
32850,200,67,27,193
14994,90,55,15,82
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
37020,217,178,84,182
14096,71,51,24,54
39477,272,118,57,312
30050,140,98,55,204
34447,256,127,58,198
22713,111,75,36,116
869,10,2,2,13
108,0,0,0,0
3314,20,11,3,8
30965,186,56,25,226
41335,327,154,83,282
31595,115,54,21,196
36241,273,175,91,292
10825,68,46,23,47
7088,37,10,8,21
28184,196,123,75,205
41665,210,106,57,296
22146,141,40,23,100
45686,321,195,108,420
898,2,1,1,0
26080,184,67,28,185
158,0,1,0,1
1134,0,2,0,-1
32203,199,125,73,269
38305,246,112,68,323
879,2,4,1,-1
7181,27,14,7,35
485,3,1,0,-3
6886,24,20,7,14
30480,169,106,53,168
38052,315,102,56,358
20154,112,62,27,124
4674,24,20,8,14
33060,285,62,35,240
2009,20,18,10,9
25847,215,109,63,223
3369,39,18,12,33
7277,54,29,11,33
19674,136,90,49,182
22379,212,94,50,207
18444,124,60,27,89
10921,53,24,9,31
536,0,1,0,-2
1185,0,0,0,0
33316,116,34,12,162
11834,32,19,8,41
54395,488,278,141,509
23279,108,43,17,99
35970,216,97,51,200
22611,112,82,40,161
5365,22,16,7,-2
38720,310,202,120,398
25136,197,78,38,109
2793,0,0,0,-8
22450,92,40,16,83
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
22098,236,88,36,128
8732,45,17,9,29
6472,24,10,1,7
37489,178,42,24,198
21979,95,85,39,96
20954,120,92,52,194
41431,229,88,39,201
30059,219,184,99,188
42751,264,157,86,314
30570,192,42,20,132
7711,36,16,3,12
11257,73,32,11,40
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
13647,103,70,37,86
15136,127,49,31,121
10443,103,48,21,79
33991,227,127,55,204
17687,99,35,20,74
46929,338,183,90,377
40005,211,61,16,169
528,5,1,1,6
95,2,0,0,2
32182,224,154,88,274
8334,66,31,18,54
44992,235,57,41,293
12714,45,29,15,63
5975,23,26,9,1
30574,146,73,35,150
26957,157,112,61,161
68,0,0,0,0
22180,191,106,52,193
1398,2,2,1,0
2281,8,6,2,3
34608,245,131,55,217
35792,233,145,71,237
37167,217,74,41,266
34601,284,181,100,243
33915,246,30,15,129
37142,153,45,24,110
40010,267,180,99,426
22796,100,63,28,78
10016,61,50,28,60
29639,191,55,26,176
7533,26,26,9,19
24527,104,49,24,123
18402,127,34,16,112
38675,362,118,59,321
34364,208,127,68,208
1443,3,8,1,5
29077,127,56,20,238
40257,237,123,59,344
33091,214,154,93,299
30701,270,121,72,263
17699,112,53,26,68
28094,220,70,39,224
23416,178,117,75,224
439,1,3,0,-3
566,0,0,0,0
795,0,0,0,1
27827,149,64,34,97
25556,208,74,38,193
17596,69,49,21,60
23547,154,65,36,164
31231,313,174,93,401
30656,230,123,51,256
26334,159,114,65,218
353,2,2,1,-1
28545,229,88,44,161
38395,296,95,58,349
23769,143,87,48,185
13913,108,67,45,95
31789,235,65,29,280
5989,17,11,8,26
43058,329,127,52,210
7060,18,13,5,10
49154,192,91,42,331
39298,262,164,94,319
8410,30,23,8,18
46198,297,208,109,279
12876,35,29,12,3
25136,190,77,33,136
24260,147,80,40,111
22283,120,81,36,99
40965,265,104,57,323
758,0,1,0,0
7544,21,10,1,6
17240,88,59,36,104
38527,202,132,68,258
33664,141,100,52,189
39801,307,146,73,354
33328,311,126,54,235
8599,32,13,3,39
15715,64,32,10,53
41676,354,62,28,273
23782,92,39,11,112
9965,48,40,15,49
28740,155,105,51,111
34463,180,86,44,234
36915,289,95,53,391
21338,145,49,27,151
36976,194,101,49,195
8690,53,33,21,58
33029,200,79,47,222
29797,147,60,36,171
26191,181,49,21,182
4354,25,18,5,14
25143,228,145,84,210
22879,156,55,33,172
31908,207,97,55,245
27819,224,145,68,186
18767,163,63,34,130
194,0,0,0,1
6626,51,18,8,30
36399,243,89,44,222
13246,48,40,15,21
30074,191,80,31,197
35380,197,125,53,199
35969,287,172,88,276
1503,2,1,1,-1
22589,116,80,49,174
36034,304,220,121,342
31638,217,127,71,200
45404,180,69,29,186
4689,17,13,4,19
26050,143,68,34,155
13399,104,37,14,74
445,6,0,0,1
33243,176,72,30,172
38194,134,46,22,239
28149,228,171,93,204
30695,130,44,24,184
24525,90,44,25,123
41668,260,131,60,235
42526,320,179,97,316
27766,188,135,81,258
1155,4,2,1,5
34723,237,92,35,138
35829,388,167,88,436
77,0,0,0,1
28063,194,108,59,167
5,0,0,0,0
1217,3,2,1,-5
13512,65,44,20,34
30073,251,67,38,167
45937,264,155,68,377
44581,307,186,118,472
9279,55,22,12,64
45589,346,120,58,282
32574,178,85,47,224
20435,95,56,32,81
29944,194,117,78,282
29534,213,78,44,176
26934,162,70,34,75
13792,86,8,4,23
37614,302,90,44,214
48782,216,85,43,317
12844,79,46,23,103
32677,224,187,93,221
31216,284,113,54,251
38362,278,174,80,261
29223,115,51,21,122
10842,61,18,8,49
28862,228,143,86,270
30028,161,58,29,185
15761,66,23,11,43
21289,140,37,23,115
37483,316,168,94,343
25021,135,40,23,118
37612,210,104,64,289
23845,199,52,25,195
14943,87,31,8,79
280,0,0,0,-1
22807,173,102,67,238
8486,44,27,15,37
21477,119,33,17,132
18409,144,89,50,164
20814,127,61,30,84
35037,287,210,117,392
2069,2,4,1,-8
29852,194,91,53,270
26117,193,85,56,179
47,0,0,0,0
47,0,0,0,-2
13154,80,40,16,60
31492,247,78,38,252
38639,244,121,72,236
19636,131,76,35,84
39972,268,162,69,318
40697,231,131,65,283
26454,153,126,63,159
12851,58,32,15,46
38246,227,151,93,407
45950,328,125,66,249
21199,129,80,45,154
6570,44,33,15,34
1153,4,4,2,-5
6837,46,32,15,26
310,0,1,0,-2
26,0,0,0,0
7468,47,10,5,23
1947,10,7,2,8
5210,42,25,14,50
19580,121,38,22,118
40963,210,30,13,87
32850,200,67,27,193
15591,91,57,15,78
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
38617,223,185,87,184
14096,71,51,24,54
41084,284,123,60,333
31718,150,104,59,221
35652,268,128,59,206
23908,119,82,40,119
869,10,2,2,13
108,0,0,0,0
3314,20,11,3,8
1228,5,7,2,1
32615,191,56,25,240
42833,341,157,85,294
32317,117,54,21,200
37654,294,188,100,303
10825,68,46,23,47
7088,37,10,8,21
29040,206,126,78,217
43038,217,111,59,309
23208,146,40,23,111
47343,333,203,114,431
898,2,1,1,0
27237,195,71,31,200
158,0,1,0,1
1746,2,6,1,-4
33661,206,130,76,281
40584,271,116,71,355
879,2,4,1,-1
7181,27,14,7,35
485,3,1,0,-3
6886,24,20,7,14
32014,171,109,54,166
39780,330,108,59,376
20154,112,62,27,124
4674,24,20,8,14
33060,285,62,35,240
2009,20,18,10,9
26759,226,113,66,235
3369,39,18,12,33
7277,54,29,11,33
20566,139,95,50,185
23737,226,100,56,221
19486,136,63,29,96
11718,55,27,10,33
536,0,1,0,-2
1185,0,0,0,0
34368,121,34,12,163
13133,35,20,8,40
56379,507,286,145,532
24426,108,44,17,95
36401,216,98,51,199
23844,126,91,45,172
5831,22,16,7,-6
39809,311,205,120,397
25136,197,78,38,109
2793,0,0,0,-8
23739,96,41,17,90
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
22098,236,88,36,128
10236,61,21,11,47
6978,27,10,1,5
39435,187,43,24,216
23261,103,89,43,107
21483,124,95,54,203
43324,248,90,40,222
30909,227,191,103,193
44215,267,161,86,316
31463,195,42,20,129
7711,36,16,3,12
11614,76,32,11,42
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
14590,110,76,39,90
16979,142,55,32,130
10443,103,48,21,79
35298,236,129,56,210
18644,103,38,22,78
48927,346,188,91,388
40005,211,61,16,169
528,5,1,1,6
95,2,0,0,2
33142,233,159,92,287
8334,66,31,18,54
46586,245,59,43,306
12916,47,30,15,65
5975,23,26,9,1
31536,148,74,35,156
28561,168,116,65,172
68,0,0,0,0
23623,214,116,57,212
2371,2,3,1,-4
2281,8,6,2,3
36108,257,135,58,230
37238,244,150,75,254
38234,217,76,41,267
35501,290,184,102,252
35104,258,33,17,140
38152,160,47,26,117
41627,279,187,104,446
24186,115,69,32,98
10016,61,50,28,60
30737,196,58,27,175
8316,29,28,10,20
25508,106,51,25,128
18402,127,34,16,112
39515,374,120,60,331
35973,216,133,71,215
1443,3,8,1,5
29077,127,56,20,238
42206,247,128,61,363
34405,228,164,100,319
32518,287,127,77,279
19038,119,56,27,72
28573,222,71,40,228
24353,186,121,78,232
439,1,3,0,-3
566,0,0,0,0
1083,0,0,0,2
29104,149,65,34,101
26791,215,77,40,201
17997,69,49,21,60
24874,159,69,38,172
32471,324,183,97,415
32203,243,129,53,272
27044,165,119,68,225
353,2,2,1,-1
29936,255,97,51,187
39972,308,98,61,365
23769,143,87,48,185
15208,119,74,50,110
31789,235,65,29,280
5989,17,11,8,26
43058,329,127,52,210
7060,18,13,5,10
51040,202,92,42,351
40763,270,170,98,326
8838,35,25,9,23
47809,307,214,113,283
13544,40,30,13,6
25764,195,79,33,135
25755,166,89,45,129
23158,124,85,37,106
42492,273,104,57,335
895,0,1,0,-1
8824,33,12,2,17
17994,90,63,37,111
39978,205,137,69,263
34885,147,101,53,198
41694,321,149,76,369
35132,338,129,57,264
8599,32,13,3,39
16116,66,33,11,57
42840,364,64,29,283
24940,100,45,13,124
9965,48,40,15,49
29672,158,105,51,116
35685,182,89,45,237
38092,296,96,54,402
22502,160,54,31,179
37959,200,102,49,204
9445,62,36,24,69
34290,207,82,47,229
31033,158,62,37,187
27222,193,51,23,195
4354,25,18,5,14
26064,232,151,86,209
22879,156,55,33,172
33162,221,100,57,260
29214,239,149,71,208
192,3,0,0,2
19398,169,67,37,134
194,0,0,0,1
6626,51,18,8,30
37187,249,92,47,228
13246,48,40,15,21
30964,196,81,31,202
36689,212,132,59,213
37333,306,181,93,298
1503,2,1,1,-1
23832,122,85,52,185
37075,308,222,123,354
32765,217,129,71,201
47219,191,70,29,195
4689,17,13,4,19
27160,150,72,36,156
14712,109,39,15,74
445,6,0,0,1
34271,178,75,31,174
39566,136,50,23,238
28889,235,175,95,208
31663,130,47,24,183
25184,93,45,25,123
43409,264,140,62,231
43561,322,182,98,320
29426,200,144,87,276
1155,4,2,1,5
36155,240,94,35,138
37194,398,172,90,443
77,0,0,0,1
29484,216,114,63,188
5,0,0,0,0
1217,3,2,1,-5
13927,65,44,20,33
31802,265,71,41,183
47369,277,157,69,389
46747,326,194,126,502
9279,55,22,12,64
47481,364,134,63,294
33973,180,88,48,224
20733,95,56,32,80
30796,201,120,81,297
30843,217,83,46,180
27123,162,71,34,72
14111,92,8,4,27
39259,322,91,45,238
50237,222,86,44,323
13917,94,53,28,124
34021,234,195,98,227
32137,288,114,55,253
39594,290,180,84,272
30728,122,55,24,123
10842,61,18,8,49
28862,228,143,86,270
31371,165,63,31,185
16092,66,23,11,41
22161,151,38,24,127
279,2,1,1,2
38823,324,176,96,357
26027,139,43,25,119
38899,216,104,64,296
24343,202,52,25,198
14943,87,31,8,79
280,0,0,0,-1
23811,183,108,70,254
8486,44,27,15,37
22382,130,34,17,139
18631,144,89,50,164
21652,135,63,31,91
36433,294,215,120,407
2069,2,4,1,-8
30965,201,94,55,285
27511,202,92,60,182
47,0,0,0,0
47,0,0,0,-2
14151,86,44,17,63
32797,259,82,40,266
38639,244,121,72,236
20223,137,78,35,91
41253,291,169,75,344
42297,242,134,68,302
27647,153,128,63,159
13347,58,34,15,44
39649,233,154,95,421
47948,341,132,71,253
21532,135,83,48,159
6570,44,33,15,34
1153,4,4,2,-5
7108,46,33,15,26
310,0,1,0,-2
26,0,0,0,0
9001,50,15,6,19
1947,10,7,2,8
5210,42,25,14,50
19580,121,38,22,118
40963,210,30,13,87
32850,200,67,27,193
15591,91,57,15,78
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
40355,240,197,91,198
14096,71,51,24,54
42794,293,127,62,342
33044,155,111,61,225
37133,271,131,59,203
24827,128,86,43,124
869,10,2,2,13
445,2,1,1,3
3314,20,11,3,8
2571,5,8,2,2
1725,5,5,1,6
33733,201,57,26,252
44254,366,163,87,322
33599,122,56,22,215
39181,304,194,102,313
10825,68,46,23,47
7088,37,10,8,21
30356,213,131,80,220
44257,227,116,64,320
23808,154,42,24,117
48931,342,209,118,452
898,2,1,1,0
28849,206,75,35,210
158,0,1,0,1
2063,8,9,4,4
34947,214,136,80,295
42436,275,120,73,357
879,2,4,1,-1
7181,27,14,7,35
485,3,1,0,-3
6909,24,20,7,14
33327,184,111,55,182
39780,330,108,59,376
20154,112,62,27,124
4674,24,20,8,14
33060,285,62,35,240
2009,20,18,10,9
28210,236,121,70,258
3369,39,18,12,33
7277,54,29,11,33
21651,147,98,53,201
25452,234,106,58,227
21048,158,67,32,112
12903,55,29,10,28
559,0,1,0,-3
1185,0,0,0,0
505,0,2,0,-1
35893,129,37,13,165
13133,35,20,8,40
58868,536,304,157,557
24928,109,44,17,96
37999,226,103,53,216
24331,128,92,46,175
6105,24,18,8,-5
42022,317,210,121,407
25136,197,78,38,109
2793,0,0,0,-8
24478,102,43,19,99
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
22098,236,88,36,128
11666,72,25,14,57
7965,38,13,2,8
1256,0,1,0,3
40960,197,47,25,228
24690,111,93,44,118
21483,124,95,54,203
44704,251,91,41,227
31823,233,195,106,201
46004,280,167,90,331
32019,197,43,21,129
7711,36,16,3,12
11614,76,32,11,42
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
16045,131,86,47,110
18832,145,57,32,133
11542,118,55,24,90
36867,254,137,62,228
19438,103,39,22,75
50588,362,194,95,409
40005,211,61,16,169
528,5,1,1,6
95,2,0,0,2
34170,246,171,98,295
8334,66,31,18,54
48507,255,61,44,320
12916,47,30,15,65
5975,23,26,9,1
32968,155,76,37,161
29874,168,117,65,171
68,0,0,0,0
25164,222,125,60,223
3112,6,5,3,-1
2281,8,6,2,3
37327,276,143,63,249
38949,249,157,76,261
39673,229,80,44,277
36955,294,191,104,255
36603,270,34,17,146
39590,177,48,27,137
43002,292,196,110,462
24362,115,70,32,94
10016,61,50,28,60
31683,200,61,29,172
9059,35,31,13,25
27034,108,53,26,133
19181,132,34,16,110
39984,376,120,60,331
37124,226,141,76,225
1443,3,8,1,5
30562,142,58,22,257
43577,258,136,63,375
35072,230,165,101,322
33215,291,127,77,283
20013,121,58,28,70
30198,235,74,41,238
25483,197,133,83,250
439,1,3,0,-3
566,0,0,0,0
1208,0,0,0,2
30118,160,66,35,111
28212,227,79,42,217
18384,72,50,21,59
25925,164,71,38,178
33762,345,193,106,441
33747,250,135,55,274
27915,169,121,70,232
353,2,2,1,-1
29936,255,97,51,187
41972,324,102,64,387
24094,145,90,49,184
15208,119,74,50,110
32905,237,67,29,287
88,3,0,0,3
6881,23,14,11,33
43058,329,127,52,210
7060,18,13,5,10
53438,203,94,42,360
42029,274,174,100,329
8838,35,25,9,23
50068,321,222,116,298
13985,40,31,13,3
27301,210,81,34,147
27761,183,96,50,145
23754,126,89,38,103
44819,294,107,59,358
895,0,1,0,-1
9294,33,12,2,21
200,0,0,0,-2
18724,92,66,38,113
41584,210,140,71,271
36171,153,105,56,210
43192,326,156,78,373
36860,358,137,60,277
9605,34,14,4,46
16760,69,34,11,56
43670,369,65,30,285
25295,100,46,13,122
9965,48,40,15,49
30958,164,111,54,120
36716,185,92,46,239
39726,316,97,54,432
24231,171,58,34,192
38841,203,105,50,204
10604,78,42,30,94
35646,215,85,48,241
31731,158,63,37,183
28190,196,51,23,200
4354,25,18,5,14
26765,240,156,90,217
23593,159,55,33,177
34414,232,103,60,278
29737,247,155,74,213
192,3,0,0,2
19782,173,69,38,141
194,0,0,0,1
6626,51,18,8,30
37948,252,95,47,227
13246,48,40,15,21
31535,204,82,32,211
37873,221,139,63,229
39013,319,187,97,318
1503,2,1,1,-1
25373,132,89,56,198
37927,312,225,124,362
33466,219,130,72,201
49042,199,72,30,200
4689,17,13,4,19
28376,151,75,36,156
16383,126,42,16,83
445,6,0,0,1
35051,179,77,31,176
41186,138,54,24,240
29391,239,179,96,210
32459,132,48,25,185
26186,98,47,26,131
44795,272,143,62,236
44220,324,188,99,315
31304,210,154,92,292
1155,4,2,1,5
37771,259,99,36,151
38616,411,179,93,450
77,0,0,0,1
31066,226,118,65,202
344,1,0,0,2
1217,3,2,1,-5
14604,69,46,22,35
33291,275,73,42,193
49132,282,159,70,403
48144,340,202,132,518
9279,55,22,12,64
48414,369,139,64,291
33973,180,88,48,224
21997,95,59,32,71
32397,207,128,84,306
31732,222,88,48,179
28226,162,73,34,64
14995,95,9,4,26
40601,334,96,48,252
51671,231,91,46,333
15056,108,56,31,151
35180,242,205,102,224
33199,304,120,60,265
40792,304,185,88,302
32188,132,56,25,133
11399,61,18,8,47
29793,236,149,89,279
32716,165,64,31,186
16092,66,23,11,41
22534,151,38,24,124
279,2,1,1,2
39852,336,180,99,370
27205,146,46,27,127
39823,222,106,65,309
25402,208,54,25,199
14943,87,31,8,79
280,0,0,0,-1
25180,192,111,73,266
8486,44,27,15,37
22382,130,34,17,139
19429,148,92,52,168
22225,137,63,31,93
37464,304,217,122,428
2388,5,4,1,-6
32122,210,97,58,295
28919,224,101,66,204
47,0,0,0,0
47,0,0,0,-2
15306,99,48,18,80
34001,267,83,40,270
40199,257,127,77,252
20223,137,78,35,91
42967,298,177,76,350
43753,253,139,69,315
28504,155,132,63,157
13800,59,34,15,45
40713,239,162,98,423
49553,353,136,74,263
21773,135,85,48,156
6570,44,33,15,34
1153,4,4,2,-5
7108,46,33,15,26
310,0,1,0,-2
26,0,0,0,0
9665,53,15,6,22
1182,5,4,2,12
1947,10,7,2,8
5210,42,25,14,50
19580,121,38,22,118
40963,210,30,13,87
32850,200,67,27,193
15715,91,57,15,77
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
40968,240,198,91,191
14096,71,51,24,54
44116,297,128,62,349
34355,165,119,65,232
38852,281,132,60,215
25873,130,91,44,130
869,10,2,2,13
1030,9,2,2,8
3314,20,11,3,8
4505,23,15,5,20
3489,25,11,5,26
34871,202,60,26,252
45564,383,167,89,342
34861,125,56,22,222
40948,325,204,109,336
10825,68,46,23,47
7088,37,10,8,21
31056,215,133,81,222
45845,232,120,66,329
24347,154,43,24,120
50523,349,215,120,462
898,2,1,1,0
30363,216,79,36,218
158,0,1,0,1
2653,13,12,6,7
36194,227,142,85,310
44750,285,123,74,364
879,2,4,1,-1
7181,27,14,7,35
485,3,1,0,-3
6909,24,20,7,14
34460,189,112,56,190
39780,330,108,59,376
20154,112,62,27,124
4674,24,20,8,14
33060,285,62,35,240
2009,20,18,10,9
30083,249,132,72,259
3369,39,18,12,33
7277,54,29,11,33
22804,154,101,55,213
26873,251,114,61,241
22976,174,69,33,132
12903,55,29,10,28
559,0,1,0,-3
1185,0,0,0,0
505,0,2,0,-1
931,2,2,1,0
37061,129,39,13,168
13133,35,20,8,40
61050,559,323,166,580
25888,109,44,17,97
39587,243,107,57,237
25339,131,95,46,183
6323,24,18,8,-4
43109,323,215,124,408
25136,197,78,38,109
2793,0,0,0,-8
25465,112,49,22,107
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
22098,236,88,36,128
13051,83,27,15,65
9028,57,17,5,22
1610,2,2,1,6
42474,203,49,25,236
25919,117,98,47,125
21880,126,97,55,204
46009,259,96,45,231
32689,238,201,108,201
47447,287,169,91,337
32416,197,43,21,126
7711,36,16,3,12
11614,76,32,11,42
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
17173,140,92,51,118
20835,169,60,34,163
13260,128,58,26,104
37918,258,144,64,232
19887,103,41,22,71
52324,377,198,97,434
41190,219,63,17,176
528,5,1,1,6
273,4,1,1,3
35628,264,179,104,321
8334,66,31,18,54
50458,266,64,45,328
13134,47,31,15,65
5975,23,26,9,1
34119,157,77,37,164
30751,176,121,68,182
68,0,0,0,0
26550,233,130,64,234
3472,6,5,3,1
2281,8,6,2,3
38799,284,154,66,260
41004,263,164,81,274
40904,232,81,44,275
37883,301,198,106,266
38468,275,37,18,139
39590,177,48,27,137
44324,305,204,114,484
25297,121,74,35,100
10016,61,50,28,60
32797,213,65,32,183
10137,39,34,15,32
27664,117,53,26,141
20319,137,37,17,110
41366,380,123,61,332
38525,228,144,77,225
1443,3,8,1,5
31621,148,61,22,267
45354,267,141,66,383
36297,234,170,103,330
33831,295,130,79,286
20845,128,60,30,80
31257,248,76,42,249
26364,204,139,86,255
439,1,3,0,-3
566,0,0,0,0
1208,0,0,0,2
30718,160,67,35,110
29091,231,81,44,228
19567,85,53,24,66
27130,167,72,38,190
34695,356,198,110,453
34928,256,140,58,290
28569,173,124,72,240
353,2,2,1,-1
30459,265,97,51,197
43285,331,107,66,390
25370,151,96,52,188
15208,119,74,50,110
34100,247,72,33,296
88,3,0,0,3
7939,27,17,13,44
43058,329,127,52,210
7060,18,13,5,10
55262,207,98,43,371
43182,278,176,102,338
8838,35,25,9,23
51769,338,233,122,311
14684,45,34,15,11
28548,219,83,35,148
29230,186,99,51,147
24330,128,90,39,102
46612,310,112,61,374
895,0,1,0,-1
10037,37,18,4,19
995,2,4,1,-5
19764,100,71,41,125
43017,218,145,74,280
36830,155,110,57,211
44856,332,163,80,378
37817,362,138,60,280
9880,34,15,4,46
17553,69,37,11,53
45184,377,68,31,286
26167,105,48,14,125
10201,50,41,16,53
32159,167,115,55,117
38072,196,97,50,248
39726,316,97,54,432
25877,180,58,34,204
39857,214,110,53,218
11725,85,45,32,102
37030,228,92,53,261
32686,162,64,38,187
29079,198,54,23,200
4354,25,18,5,14
27169,242,158,91,219
24908,167,58,35,185
35484,239,110,63,287
30602,257,159,76,224
192,3,0,0,2
21117,184,72,38,153
194,0,0,0,1
6626,51,18,8,30
39213,258,100,50,228
13246,48,40,15,21
32439,207,86,33,211
39088,225,146,65,230
40382,336,195,103,339
1503,2,1,1,-1
26433,132,92,56,199
39267,321,237,128,370
34497,225,135,74,203
50187,199,73,30,202
4689,17,13,4,19
29561,164,84,39,174
17869,133,45,18,88
445,6,0,0,1
36427,186,80,33,189
42210,142,55,25,250
30284,241,181,97,207
33339,140,54,28,193
26498,98,47,26,128
46639,291,147,65,257
45339,331,191,101,322
32534,220,161,97,305
1155,4,2,1,5
39549,275,101,37,177
40146,428,187,97,472
77,0,0,0,1
32261,235,123,68,210
358,1,0,0,2
1217,3,2,1,-5
14923,69,46,22,33
35371,294,75,44,212
50899,298,171,75,419
50759,355,211,137,545
9279,55,22,12,64
50690,384,144,66,304
35229,186,92,48,229
22267,95,59,32,69
33343,214,133,86,314
33510,239,95,50,195
28226,162,73,34,64
15188,95,9,4,25
42422,345,102,52,257
53743,238,94,48,353
15652,112,59,33,154
36279,250,210,106,230
34198,324,126,62,278
42546,319,190,90,319
33369,140,57,26,143
11950,63,20,9,44
31186,245,155,93,292
34316,171,66,31,194
16092,66,23,11,41
22968,153,39,25,125
279,2,1,1,2
41464,349,186,104,386
27423,146,46,27,127
41142,234,110,68,323
26902,224,58,27,217
14943,87,31,8,79
280,0,0,0,-1
25697,194,113,74,267
8486,44,27,15,37
23563,130,35,17,138
19703,150,94,53,167
22903,144,65,31,99
39124,314,228,125,438
2388,5,4,1,-6
33262,216,100,61,307
30406,232,105,70,215
47,0,0,0,0
47,0,0,0,-2
15720,99,48,18,81
35272,278,86,42,279
41589,267,129,79,263
20223,137,78,35,91
44096,304,181,78,355
45195,258,145,71,316
29630,155,134,63,160
14517,66,36,17,58
42193,247,167,101,438
51187,371,136,74,283
22132,139,88,50,161
6570,44,33,15,34
1153,4,4,2,-5
7108,46,33,15,26
310,0,1,0,-2
26,0,0,0,0
10721,72,17,6,44
1578,7,7,3,8
1947,10,7,2,8
5210,42,25,14,50
19580,121,38,22,118
40963,210,30,13,87
32850,200,67,27,193
15715,91,57,15,77
1118,0,1,0,-9
669,3,1,0,0
11122,44,25,12,55
42057,242,199,91,191
14096,71,51,24,54
45568,307,137,67,367
36223,175,127,69,240
40733,302,141,65,241
26418,130,93,44,131
1525,13,2,2,18
1289,11,4,3,8
3314,20,11,3,8
6249,34,22,8,27
4800,25,12,5,24
36333,205,62,26,261
46862,392,171,91,341
36099,129,59,23,228
42319,333,210,112,334
10825,68,46,23,47
7088,37,10,8,21
32185,221,137,84,226
47474,242,126,70,346
25322,163,44,24,127
52326,361,221,124,481
898,2,1,1,0
32237,229,83,36,232
158,0,1,0,1
3374,15,15,7,9
37574,231,149,87,310
46859,300,129,77,382
879,2,4,1,-1
7181,27,14,7,35
485,3,1,0,-3
7929,32,24,10,23
35370,193,114,58,194
40597,338,110,60,380
20154,112,62,27,124
4674,24,20,8,14
33060,285,62,35,240
2009,20,18,10,9
31573,258,137,74,270
3369,39,18,12,33
7277,54,29,11,33
22804,154,101,55,213
28524,264,119,63,256
24468,187,74,35,138
12903,55,29,10,28
559,0,1,0,-3
1185,0,0,0,0
505,0,2,0,-1
2062,5,9,2,2
38247,133,40,14,169
13133,35,20,8,40
63013,572,331,168,597
26935,109,46,17,93
40643,248,109,58,242
26444,135,98,47,191
6323,24,18,8,-4
44378,335,218,127,425
25136,197,78,38,109
2793,0,0,0,-8
26792,119,51,24,105
1031,10,2,2,8
39,0,0,0,0
9759,19,9,3,3
22098,236,88,36,128
14343,87,30,17,63
9485,59,19,6,19
2908,4,5,2,9
43772,208,50,26,250
27417,121,101,49,141
22067,128,98,56,205
47427,272,99,47,246
33771,248,204,111,212
48685,289,172,92,341
33372,214,43,21,143
7711,36,16,3,12
11801,79,32,11,43
29258,182,118,51,245
32,0,0,0,0
32,0,0,0,0
435,0,0,0,1
18363,156,103,58,138
22220,176,63,36,166
14821,138,64,28,112
39508,271,149,67,248
21419,116,45,26,91
54199,385,205,98,439
42908,223,64,18,184
528,5,1,1,6
273,4,1,1,3
36827,272,187,108,328
8334,66,31,18,54
50458,266,64,45,328
13485,47,33,15,64
5975,23,26,9,1
35458,160,81,38,165
31105,176,121,68,179
68,0,0,0,0
28205,246,139,69,248
3800,6,5,3,1
59,0,1,0,-2
2281,8,6,2,3
39526,286,157,66,264
41904,269,168,84,281
42404,250,84,45,293
39544,314,212,112,276
40064,287,37,18,147
40540,178,49,27,139
45659,315,209,117,498
25851,121,75,35,101
11081,69,56,32,68
34509,228,69,36,203
10137,39,34,15,32
28602,117,54,26,141
21057,137,39,17,107
42533,384,126,62,332
39652,241,150,82,237
1443,3,8,1,5
33293,154,66,25,274
47112,295,152,73,414
37121,238,175,105,333
35003,308,135,84,302
21719,132,65,32,80
31973,257,77,42,255
27378,209,145,88,262
439,1,3,0,-3
566,0,0,0,0
1208,0,0,0,2
31596,168,68,36,120
30324,240,82,44,237
20622,85,53,24,70
28284,169,77,39,190
35898,364,204,113,459
36253,265,143,60,302
29582,191,133,80,264
353,2,2,1,-1
31527,279,102,54,206
44903,339,111,68,400
25934,154,98,53,192
15208,119,74,50,110
34100,247,72,33,296
193,4,1,0,0
8723,32,19,15,51
43058,329,127,52,210
7060,18,13,5,10
57403,217,102,45,383
44017,278,180,102,341
8838,35,25,9,23
53910,356,250,131,334
15243,47,36,16,12
30413,225,87,36,153
31174,200,105,53,168
24889,128,90,39,98
48715,329,116,63,400
895,0,1,0,-1
10871,39,20,5,15
1514,8,7,2,-3
20671,106,74,43,125
44194,222,149,76,287
38320,167,114,61,228
