seconds,points,assists,rebounds,value
16,0,0,-1,0
56,-1,0,-1,6
38,-1,0,-1,7
67,-1,0,-1,2
66,0,0,-1,12
21,-1,0,-1,0
23,-2,0,-1,3
57,1,1,-1,23
90,-1,0,-1,13
57,0,0,-1,2
58,-1,0,-1,16
59,0,0,-1,13
43,-1,0,-1,6
13,-1,0,-1,2
44,0,0,-1,7
3,0,0,-1,0
75,0,0,-1,7
59,0,0,-1,6
31,-2,0,-1,2
30,0,0,-1,3
21,-1,0,-1,0
83,0,0,-1,4
66,1,1,-1,22
73,0,0,-1,9
57,-1,0,-1,5
50,0,0,-1,12
9,-1,0,0,0
68,-1,0,0,4
72,0,0,0,6
84,0,0,0,9
75,0,0,0,11
36,-2,0,0,1
35,-1,0,0,5
60,-1,0,0,3
27,-2,0,0,3
71,-1,0,0,9
55,-1,0,0,2
69,-1,0,-1,12
71,-1,0,-1,0
39,-1,0,-1,5
44,-2,0,-1,1
49,0,0,-1,9
57,-1,0,-1,9
57,-1,0,-1,6
54,0,0,-1,2
64,0,0,-1,2
43,-1,0,-1,6
42,-1,0,-1,9
80,0,0,-1,16
62,0,0,-1,16
50,0,0,-1,4
56,0,0,-1,11
69,0,0,-1,6
31,-1,0,-1,7
51,0,0,-1,9
36,-1,0,-1,5
39,-1,0,-1,5
46,0,0,-1,5
71,0,0,-1,15
81,0,0,-1,7
25,-2,0,-1,0
91,0,0,-1,6
54,0,0,-1,8
18,-2,0,-1,0
60,0,0,-1,11
40,-1,0,-1,6
66,0,0,-1,9
44,-1,0,-1,9
38,-1,0,-1,6
76,0,0,-1,10
14,-1,0,-1,0
44,-2,0,-1,0
55,-1,0,-1,10
62,-1,0,-1,15
52,0,0,-1,4
64,0,0,-1,0
75,0,0,-1,14
62,0,0,-1,4
44,0,0,-1,7
12,-1,0,-1,0
51,-1,0,-1,6
55,0,0,-1,16
59,-1,0,-1,2
41,0,0,-1,6
49,-1,0,-1,8
64,1,0,-1,12
70,0,0,-1,18
55,-1,0,-1,9
40,-2,0,-1,0
62,0,0,-1,8
79,0,0,-1,14
51,0,0,-1,8
19,-1,0,-1,5
43,-1,0,-1,11
79,-1,0,-1,5
31,0,0,-1,3
79,0,0,-1,13
32,-1,0,-1,0
79,-1,0,-1,12
66,0,0,-1,12
65,-1,0,-1,13
12,-1,0,-1,3
50,-1,0,-1,6
55,0,0,-1,3
78,1,0,-1,19
9,-1,0,-1,0
80,-1,0,-1,9
63,-2,0,-1,4
54,-1,0,-1,3
2,-1,0,-1,0
28,-2,0,-1,0
67,0,0,-1,3
44,-2,0,-1,4
90,-1,0,-1,13
77,-1,0,-1,9
60,0,0,-1,4
81,1,1,-1,22
85,0,0,-1,6
75,0,0,-1,13
47,0,0,-1,1
75,-1,0,-1,13
29,0,0,-1,4
69,0,0,-1,8
42,-1,0,-1,0
27,-1,0,-1,0
64,0,0,-1,11
10,0,0,-1,3
92,1,0,-1,15
78,0,0,-1,9
64,-1,0,-1,15
28,-1,0,-1,0
37,0,0,-1,0
79,0,0,-1,13
42,0,0,-1,3
103,-1,0,-1,11
12,-1,0,-1,2
82,0,0,-1,8
78,0,0,-1,8
78,0,0,-1,11
89,0,0,-1,16
63,0,0,-1,7
29,-1,0,-1,3
60,0,0,-1,10
37,-2,0,-1,2
27,-2,0,-1,0
32,-2,0,-1,2
69,-1,0,-1,0
42,-2,0,-1,4
23,0,0,-1,2
66,0,0,-1,3
57,-1,0,-1,7
74,-1,0,-1,11
80,1,1,-1,24
63,-1,0,-1,17
6,-2,0,-1,0
28,-1,0,-1,5
52,0,0,-1,7
78,0,0,0,12
22,-1,0,0,6
84,-1,0,0,12
81,-1,0,0,11
4,-2,0,0,0
24,-1,0,0,3
52,0,0,0,6
66,-2,0,0,0
91,-1,0,0,10
59,-1,0,0,4
43,-1,0,-1,7
49,-1,0,-1,2
11,-2,0,-1,0
0,-2,0,-1,0
73,-1,0,-1,18
31,0,0,-1,3
68,0,0,-1,8
57,0,0,-1,10
90,0,0,-1,19
46,-1,0,-1,4
37,-1,0,-1,0
53,0,0,-1,6
45,-1,0,-1,5
69,0,0,-1,10
50,0,0,-1,12
27,-1,0,-1,2
67,0,0,-1,9
45,0,0,-1,1
49,-1,0,-1,6
13,-2,0,-1,0
63,0,0,-1,4
65,0,0,-1,6
49,0,0,-1,9
18,-1,0,-1,4
55,0,0,-1,6
40,-1,0,-1,0
48,0,0,-1,6
54,1,0,-1,16
31,-1,0,-1,2
65,0,0,-1,12
58,-1,0,-1,4
54,-1,0,-1,7
44,-1,0,-1,7
13,0,0,-1,3
58,0,0,-1,4
40,0,0,-1,4
68,0,0,-1,14
28,-1,0,-1,3
75,0,0,-1,7
67,0,0,-1,4
84,0,0,-1,13
27,-1,0,-1,0
47,0,0,-1,4
43,-2,0,-1,4
48,-2,0,-1,2
78,0,0,-1,7
18,-1,0,-1,1
73,-1,0,-1,7
70,0,0,-1,8
87,0,0,-1,6
69,0,0,-1,11
21,-2,0,-1,2
63,-1,0,-1,12
57,-1,0,-1,7
12,-2,0,-1,0
39,-1,0,-1,3
54,-1,0,-1,10
77,-1,0,-1,16
88,-1,0,-1,4
41,-1,0,-1,7
46,-1,0,-1,4
36,0,0,-1,4
55,-1,0,-1,8
24,-2,0,-1,0
27,-1,0,-1,5
55,0,0,-1,10
85,0,0,-1,9
27,-1,0,-1,4
48,-1,0,-1,6
67,0,0,-1,19
21,-1,0,-1,2
58,-1,0,-1,3
46,0,0,-1,15
74,-1,0,-1,17
53,0,0,-1,9
62,-1,0,-1,9
56,0,0,-1,10
24,-1,0,-1,2
40,0,0,-1,2
11,-1,0,-1,0
62,0,0,-1,13
97,0,0,-1,21
50,0,0,-1,5
14,-2,0,-1,0
51,0,0,-1,13
65,-1,0,-1,2
90,1,0,-1,4
51,-1,0,-1,5
80,0,1,-1,22
33,-1,0,-1,1
76,-1,0,-1,7
58,-1,0,-1,7
41,0,0,-1,2
44,-1,0,-1,7
75,0,0,-1,18
98,1,0,-1,20
71,0,0,-1,8
21,-1,0,-1,3
43,0,0,-1,3
54,0,0,0,2
38,-1,0,0,4
54,0,0,0,4
50,0,0,0,2
63,0,0,0,4
64,0,0,0,15
57,-1,0,0,4
26,-1,0,0,6
46,1,0,0,18
62,0,0,0,14
46,-1,0,0,8
56,0,0,-1,14
57,-1,0,-1,3
40,-1,0,-1,6
72,1,0,-1,15
3,0,0,-1,0
46,-1,0,-1,4
67,-1,0,-1,10
67,0,0,-1,5
54,0,0,-1,12
3,-1,0,-1,0
41,-2,0,-1,0
57,0,0,-1,17
43,-1,0,-1,0
21,-1,0,-1,0
48,0,0,-1,4
91,1,0,-1,21
51,-1,0,-1,4
49,-1,0,-1,6
20,-1,0,-1,4
12,-1,0,-1,0
84,0,1,-1,25
63,-1,0,-1,4
50,-1,0,-1,1
28,-2,0,-1,0
32,0,0,-1,2
69,0,0,-1,4
79,0,0,-1,14
70,0,0,-1,9
60,-1,0,-1,12
34,-2,0,-1,0
34,0,0,-1,4
78,1,1,-1,23
42,0,0,-1,11
63,-1,0,-1,4
64,-1,0,-1,14
3,-1,0,-1,0
38,0,0,-1,5
68,1,0,-1,10
47,0,0,-1,0
64,0,0,-1,18
32,-2,0,-1,0
76,-1,0,-1,17
60,-1,0,-1,10
64,0,0,-1,10
23,-2,0,-1,2
25,-1,0,-1,10
0,-1,0,-1,0
76,0,0,-1,13
83,0,0,-1,13
78,1,0,-1,14
76,0,0,-1,14
80,0,0,-1,12
54,-1,0,-1,6
40,0,0,-1,8
36,-1,0,-1,4
24,-1,0,-1,3
14,-1,0,-1,6
48,0,0,-1,6
65,0,0,-1,8
57,0,0,-1,7
62,0,0,-1,6
58,0,0,-1,9
9,-1,0,-1,0
53,-1,0,-1,5
46,0,0,-1,8
46,0,0,-1,7
50,-1,0,-1,7
69,-1,0,-1,12
46,-1,0,-1,6
26,-1,0,-1,2
34,0,0,-1,3
97,0,0,-1,16
40,-2,0,-1,3
44,-2,0,-1,2
26,-1,0,-1,1
24,-1,0,-1,7
53,0,0,-1,12
80,0,1,-1,24
65,-1,0,-1,6
49,0,0,-1,14
10,-1,0,-1,0
64,0,0,-1,5
43,0,0,-1,4
74,-1,0,-1,17
43,-1,0,-1,7
57,0,0,-1,4
50,0,0,-1,6
64,0,0,-1,21
81,-1,0,-1,3
69,1,0,-1,20
51,-2,0,-1,4
59,0,0,-1,8
57,0,0,-1,10
52,0,0,-1,8
58,-1,0,-1,14
56,-1,0,-1,5
83,1,1,-1,29
50,-1,0,-1,8
46,0,0,-1,5
62,-1,0,-1,10
37,-1,0,-1,9
66,0,0,-1,4
19,-2,0,-1,0
75,-1,0,-1,18
72,0,0,-1,11
35,0,0,-1,8
54,-1,0,-1,20
71,1,1,-1,24
56,0,0,-1,7
79,0,0,-1,18
52,0,0,-1,3
65,-1,0,-1,13
40,0,0,-1,0
73,-1,0,-1,12
64,0,0,-1,11
29,-1,0,-1,8
79,0,0,-1,9
83,-1,0,-1,10
25,-2,0,-1,2
84,0,0,-1,13
72,-1,0,-1,13
55,0,0,-1,2
68,0,0,-1,14
98,0,0,-1,13
50,0,0,-1,7
59,-1,0,-1,6
84,0,0,-1,14
26,-1,0,-1,2
55,-1,0,-1,13
49,0,0,-1,5
56,-1,0,-1,9
64,-2,0,-1,3
47,0,0,-1,6
42,-1,0,-1,11
50,-1,0,-1,11
31,-1,0,-1,3
66,0,0,-1,9
15,-2,0,-1,0
48,-1,0,-1,2
60,0,0,-1,8
68,-1,0,-1,14
63,0,0,-1,11
50,-1,0,-1,10
71,0,0,-1,14
22,-1,0,-1,4
30,0,0,-1,4
10,-1,0,-1,2
60,-1,0,-1,6
39,-1,0,-1,0
92,1,0,-1,19
69,1,0,-1,19
93,-1,0,-1,7
17,-2,0,-1,0
61,0,0,-1,20
108,-1,0,-1,21
59,-1,0,-1,5
62,-1,0,-1,8
71,-1,0,-1,8
54,0,0,-1,3
85,0,0,-1,7
93,0,0,-1,18
79,0,1,-1,32
32,-1,0,-1,5
35,-2,0,-1,0
89,0,0,-1,13
51,-1,0,-1,17
79,0,0,-1,4
43,0,0,-1,4
58,0,0,-1,15
47,0,0,-1,8
40,-1,0,-1,6
17,-1,0,-1,5
68,0,0,-1,7
73,0,0,-1,8
59,0,0,-1,2
87,0,0,-1,14
44,-1,0,-1,5
56,0,0,-1,16
38,-1,0,-1,0
56,0,0,-1,6
42,-1,0,-1,6
45,0,0,-1,4
49,-2,0,-1,2
32,-1,0,-1,2
17,0,0,-1,5
12,-1,0,-1,0
54,0,0,-1,10
79,0,0,-1,11
27,-1,0,-1,6
82,-1,0,-1,19
32,-1,0,-1,7
86,0,0,-1,8
24,0,0,-1,4
81,-1,0,-1,15
50,-1,0,-1,8
74,-2,0,-1,2
34,-1,0,-1,7
37,-1,0,-1,8
78,-1,0,-1,19
24,0,0,-1,2
48,0,0,-1,7
70,0,0,-1,2
68,0,0,-1,7
45,0,0,-1,8
48,-1,0,-1,5
66,-1,0,-1,11
18,0,0,-1,0
63,0,0,-1,14
52,0,0,-1,8
73,0,0,-1,4
76,1,0,-1,20
59,-1,0,-1,13
26,-1,0,-1,0
66,0,0,-1,16
49,-1,0,-1,5
72,-1,0,-1,9
58,-1,0,-1,5
50,-1,0,-1,0
6,-1,0,-1,0
61,0,0,-1,8
68,-1,0,-1,11
58,-1,0,-1,4
66,0,0,-1,18
68,-1,0,-1,5
23,-1,0,-1,7
79,0,0,-1,16
76,-1,0,-1,15
7,-2,0,-1,0
22,0,0,-1,2
65,0,0,-1,13
36,0,0,-1,7
81,0,0,-1,9
43,-1,0,-1,6
33,-1,0,-1,3
89,-1,0,-1,19
59,0,0,-1,12
16,-2,0,-1,3
7,-1,0,-1,2
22,-2,0,-1,2
75,0,0,-1,10
67,-1,0,-1,0
77,1,0,-1,15
96,0,0,-1,11
87,0,0,-1,12
41,-2,0,-1,4
43,-1,0,-1,6
27,-1,0,-1,5
70,0,0,-1,11
37,-2,0,-1,7
86,-2,0,-1,3
7,-1,0,-1,0
72,0,0,-1,10
45,-1,0,-1,5
66,-1,0,-1,18
64,-1,0,-1,8
68,-2,0,-1,2
78,-1,0,-1,17
1,-1,0,-1,0
64,0,0,-1,4
50,0,0,-1,8
11,-2,0,-1,0
59,-1,0,-1,9
43,-1,0,-1,2
34,0,0,-1,3
64,-1,0,-1,14
47,-1,0,-1,7
62,0,0,-1,15
47,0,0,-1,6
56,0,0,-1,14
48,0,0,-1,10
78,0,0,-1,9
2,-1,0,-1,3
13,-1,0,-1,0
8,-1,0,-1,2
60,-1,0,-1,11
47,-1,0,-1,6
7,-1,0,-1,0
84,0,0,-1,10
63,-1,0,-1,16
23,-2,0,-1,3
85,0,0,-1,5
12,-2,0,-1,0
46,-1,0,-1,4
77,1,0,-1,23
51,-1,0,-1,6
36,-1,0,-1,3
50,-1,0,-1,11
55,0,0,-1,9
38,-1,0,-1,2
39,-2,0,-1,2
29,-2,0,-1,2
67,-1,0,-1,12
71,0,0,-1,5
52,-1,0,-1,2
61,-1,0,-1,7
80,0,0,-1,17
40,-1,0,-1,8
43,-1,0,-1,5
71,0,0,-1,15
62,0,0,-1,7
77,0,0,-1,8
41,0,0,-1,4
72,-1,0,-1,9
30,0,0,-1,6
64,-1,0,-1,12
66,0,0,-1,4
21,-2,0,-1,0
82,0,0,-1,8
42,-1,0,-1,3
44,-1,0,-1,4
65,-1,0,-1,12
54,0,0,-1,6
69,0,0,-1,16
1,0,0,-1,0
75,1,0,-1,22
48,0,0,-1,6
55,0,0,-1,14
37,-2,0,-1,2
22,0,0,-1,4
51,0,0,-1,7
16,-1,0,-1,4
70,0,0,-1,21
56,0,0,-1,10
48,0,0,-1,10
57,0,0,-1,14
41,-1,0,-1,5
29,-1,0,-1,0
43,0,0,-1,4
78,0,0,-1,8
25,-1,0,-1,2
62,0,0,-1,19
32,-2,0,-1,0
35,0,0,-1,9
30,-1,0,-1,6
69,0,0,-1,10
27,-1,0,-1,0
37,0,0,-1,11
56,-1,0,-1,11
45,-1,0,-1,7
7,0,0,-1,0
40,-1,0,-1,5
68,0,0,-1,10
55,-1,0,-1,14
46,-1,0,-1,3
85,1,0,-1,21
59,-1,0,-1,12
38,-1,0,-1,9
36,-1,0,-1,4
24,-2,0,-1,2
70,0,0,-1,11
67,0,0,-1,6
31,-2,0,-1,0
62,-1,0,-1,8
70,-1,0,-1,13
40,0,0,-1,3
72,0,0,-1,15
52,1,1,-1,24
23,-1,0,-1,0
65,0,0,-1,20
49,-1,0,-1,3
31,-1,0,-1,7
49,0,0,-1,11
39,-2,0,-1,2
14,-2,0,-1,0
59,0,0,-1,9
35,-1,0,-1,4
79,0,0,-1,10
43,-1,0,-1,3
48,-1,0,-1,6
45,-1,0,-1,5
64,-2,0,-1,2
54,0,0,-1,3
32,-1,0,-1,8
75,1,0,-1,18
41,0,0,-1,8
29,-2,0,-1,2
68,-1,0,-1,7
65,1,0,-1,20
16,0,0,-1,0
48,-1,0,-1,12
86,0,0,-1,11
29,-1,0,-1,5
16,0,0,-1,0
35,-1,0,-1,4
56,0,0,0,11
14,-2,0,0,0
57,0,0,0,8
62,0,0,0,17
55,-2,0,0,2
45,-1,0,0,4
52,0,0,0,12
48,0,0,0,10
44,0,0,0,9
81,-1,0,0,8
55,-1,0,-1,6
51,-1,0,-1,3
56,0,0,-1,7
69,-1,0,-1,5
64,0,0,-1,13
77,0,0,-1,15
86,0,0,-1,9
25,-1,0,-1,5
32,0,0,-1,3
55,0,0,-1,6
53,-1,0,-1,0
43,-1,0,-1,6
60,0,0,-1,0
28,-1,0,-1,0
75,-1,0,-1,9
0,0,0,-1,0
67,0,0,-1,17
41,0,0,-1,9
36,-2,0,-1,0
54,0,0,-1,14
37,-1,0,-1,8
86,1,1,-1,24
44,-1,0,-1,10
75,0,0,-1,7
91,0,0,-1,10
51,0,0,-1,4
50,0,0,-1,9
57,-1,0,-1,18
14,-2,0,-1,0
8,-2,0,-1,0
45,-1,0,-1,10
71,-1,0,-1,6
42,0,0,-1,8
7,-1,0,-1,0
70,0,0,-1,13
41,0,0,-1,9
24,-2,0,-1,0
7,-1,0,-1,0
55,0,0,-1,8
66,0,0,-1,9
53,0,0,-1,9
30,-1,0,-1,2
60,0,0,-1,11
40,-1,0,-1,5
39,0,0,-1,3
53,0,0,-1,9
39,-1,0,-1,7
59,-1,0,-1,14
48,0,0,-1,11
50,0,0,-1,6
45,0,0,-1,8
58,-2,0,-1,0
8,0,0,-1,0
44,-1,0,-1,8
50,-1,0,-1,5
53,0,0,-1,12
47,-1,0,-1,3
59,0,0,-1,11
91,0,0,-1,15
73,0,0,-1,7
34,-1,0,-1,4
33,0,0,-1,0
52,-1,0,-1,14
58,0,0,-1,15
59,-1,0,-1,7
53,0,0,-1,6
40,-1,0,-1,13
41,-1,0,-1,7
63,-1,0,-1,12
52,-2,0,-1,0
56,0,0,-1,12
16,-2,0,-1,0
48,-1,0,-1,9
57,0,0,-1,13
40,0,0,-1,8
12,-1,0,-1,2
28,-1,0,-1,3
57,0,0,-1,12
64,-1,0,-1,11
34,-2,0,-1,6
55,0,0,-1,5
21,-1,0,-1,1
61,0,0,-1,8
12,-2,0,-1,1
46,-2,0,-1,2
52,-1,0,-1,14
73,0,0,-1,6
47,-1,0,-1,9
39,-1,0,-1,9
31,-1,0,-1,2
8,-2,0,-1,0
66,0,0,-1,19
67,0,0,-1,7
48,-1,0,-1,10
14,-1,0,-1,4
33,-2,0,-1,1
86,-1,0,-1,11
57,0,0,-1,1
80,1,1,-1,36
40,0,0,-1,5
71,0,0,-1,24
27,-2,0,-1,0
25,-1,0,-1,1
70,0,0,-1,9
64,0,0,-1,18
67,0,0,-1,13
63,0,0,-1,6
0,-1,0,-1,0
46,0,0,-1,8
52,0,0,-1,11
32,-1,0,-1,7
34,-2,0,-1,0
28,0,0,-1,10
64,0,0,-1,17
40,-1,0,-1,3
76,0,0,-1,10
28,-1,0,-1,0
53,0,0,-1,8
17,-2,0,-1,0
54,-1,0,-1,8
45,0,0,-1,3
28,-1,0,-1,8
62,0,0,-1,12
36,-1,0,-1,8
19,0,0,-1,6
23,-1,0,-1,2
48,0,0,-1,8
55,0,0,-1,10
76,0,1,-1,26
43,0,0,-1,6
72,-1,0,-1,16
12,-1,0,-1,0
53,0,0,-1,2
62,-1,0,-1,5
50,0,0,-1,2
16,-2,0,-1,0
51,-1,0,-1,4
34,-1,0,-1,3
50,-1,0,-1,3
1,-1,0,-1,0
44,-1,0,-1,6
57,0,0,-1,5
72,1,0,-1,18
66,0,0,-1,12
38,0,0,-1,2
30,0,0,-1,7
31,-2,0,-1,3
55,0,1,-1,30
11,-1,0,-1,0
62,-1,0,-1,11
78,0,0,-1,5
40,-1,0,-1,7
50,-1,0,-1,14
44,0,0,-1,5
61,-1,0,-1,9
51,-1,0,-1,2
28,-1,0,-1,6
32,-2,0,-1,0
42,-1,0,-1,8
61,-1,0,-1,6
60,-1,0,-1,15
7,-2,0,-1,2
62,0,0,-1,5
36,-1,0,-1,12
57,-1,0,-1,4
56,0,0,-1,8
37,-1,0,-1,2
48,-1,0,-1,14
68,0,0,-1,14
66,-2,0,-1,8
21,-1,0,-1,3
72,0,0,-1,11
64,0,0,-1,5
10,-1,0,-1,4
55,-1,0,-1,9
30,-1,0,-1,6
37,-1,0,-1,0
51,-1,0,-1,9
37,-1,0,-1,6
48,0,0,-1,5
62,0,0,-1,14
47,0,0,-1,13
31,0,0,-1,9
73,1,0,-1,13
6,-2,0,-1,0
33,-1,0,-1,10
56,-2,0,-1,2
32,-1,0,-1,6
14,-2,0,-1,0
66,0,0,-1,20
69,-1,0,-1,8
48,-1,0,-1,4
51,-1,0,-1,2
31,0,0,-1,8
34,-1,0,-1,5
56,0,0,-1,0
41,0,0,-1,2
39,-1,0,-1,6
58,0,0,-1,14
74,0,0,-1,17
56,-1,0,-1,17
71,0,0,-1,11
4,0,0,-1,0
37,-1,0,-1,6
56,-1,0,-1,8
37,-1,0,-1,8
56,0,0,-1,10
41,-1,0,-1,9
63,-1,0,-1,11
65,-1,0,-1,14
60,-1,0,-1,4
54,0,0,-1,7
47,-2,0,-1,2
12,-1,0,-1,0
49,0,0,-1,5
56,-1,0,-1,17
51,-1,0,-1,10
76,0,0,-1,15
58,0,0,-1,9
39,-1,0,-1,5
50,0,0,-1,6
19,-2,0,-1,0
54,0,0,-1,15
78,-1,0,-1,3
73,0,0,-1,13
94,0,0,-1,13
81,0,0,-1,11
35,-1,0,-1,2
53,-2,0,-1,7
8,-2,0,-1,0
41,-1,0,-1,11
58,-1,0,-1,7
53,0,0,-1,6
10,-1,0,-1,3
55,0,0,-1,10
71,0,0,-1,14
29,-1,0,-1,2
56,0,0,-1,17
65,0,0,-1,6
30,0,0,-1,3
54,-2,0,-1,3
73,0,0,-1,8
40,-1,0,-1,15
51,-1,0,-1,6
42,0,0,-1,9
54,-1,0,-1,5
55,-1,0,-1,17
42,-1,0,-1,9
29,0,0,-1,5
18,-2,0,-1,0
13,-1,0,-1,0
63,0,0,-1,10
36,-2,0,-1,2
72,-1,0,-1,12
47,-1,0,-1,7
8,-1,0,-1,2
71,0,0,-1,5
25,-2,0,-1,2
58,-1,0,-1,23
46,-1,0,-1,6
45,-1,0,-1,6
40,0,0,-1,8
61,-1,0,-1,4
54,0,0,-1,8
62,-1,0,-1,13
59,0,0,-1,13
63,-1,0,-1,9
56,0,0,-1,10
7,-2,0,-1,0
66,-1,0,-1,8
47,-1,0,-1,9
62,0,0,-1,24
65,0,0,-1,12
70,0,0,-1,14
10,-1,0,-1,0
7,-2,0,-1,0
65,-1,0,-1,7
28,-2,0,-1,4
0,-1,0,-1,0
78,1,0,-1,14
38,-1,0,-1,10
68,0,0,-1,5
47,-1,0,-1,22
52,-1,0,-1,5
8,-1,0,-1,2
65,0,0,-1,14
51,0,0,-1,8
53,-1,0,-1,2
48,-1,0,-1,14
35,0,0,-1,7
3,-1,0,-1,0
39,-1,0,-1,9
55,-1,0,-1,13
59,-1,0,-1,12
60,0,0,-1,9
51,-1,0,-1,14
45,-1,0,-1,1
52,0,0,-1,12
37,-1,0,-1,5
36,-1,0,-1,6
78,1,0,-1,19
42,-2,0,0,0
38,-1,0,0,3
14,0,0,0,3
82,1,0,0,23
28,-1,0,0,3
59,-1,0,0,7
27,-1,0,0,2
39,0,0,0,13
55,0,0,0,13
73,-1,0,0,15
13,-1,0,0,3
12,-1,0,-1,7
44,-1,0,-1,2
60,-1,0,-1,9
61,0,0,-1,8
50,0,0,-1,9
51,0,0,-1,2
46,0,0,-1,8
45,0,0,-1,17
33,-2,0,-1,0
39,0,0,-1,10
29,-1,0,-1,8
38,-1,0,-1,6
51,0,0,-1,5
60,-1,0,-1,13
56,0,0,-1,5
53,-1,0,-1,7
43,-1,0,-1,2
58,-2,0,-1,7
63,-1,0,-1,9
52,0,0,-1,2
38,0,0,-1,17
15,-1,0,-1,0
44,0,0,-1,8
32,-2,0,-1,3
49,-1,0,-1,13
49,0,0,-1,7
32,-1,0,-1,4
50,0,0,-1,15
45,-1,0,-1,7
0,-1,0,-1,0
52,-1,0,-1,16
62,0,0,-1,9
50,0,0,-1,2
30,-1,0,-1,2
55,0,0,-1,12
54,0,0,-1,18
47,-1,0,-1,13
39,-1,0,-1,7
44,0,0,-1,8
47,0,0,-1,7
43,0,0,-1,4
62,-1,0,-1,10
32,-1,0,-1,2
58,-1,0,-1,10
55,0,0,-1,8
61,0,0,-1,9
52,0,0,-1,21
11,-1,0,-1,0
68,0,0,-1,12
30,-1,0,-1,2
3,-1,0,-1,0
37,-1,0,-1,8
64,0,0,-1,5
51,0,0,-1,5
44,-1,0,-1,3
31,-1,0,-1,1
61,0,0,-1,4
22,-1,0,-1,2
72,-1,0,-1,12
57,0,0,-1,12
52,0,0,-1,9
32,-1,0,-1,8
48,0,0,-1,13
40,-1,0,-1,7
46,0,0,-1,9
42,0,0,-1,5
24,-1,0,-1,2
36,-1,0,-1,7
45,0,0,-1,15
47,-1,0,-1,16
50,0,0,-1,7
45,-1,0,-1,12
45,0,0,-1,10
14,-1,0,-1,2
37,0,0,-1,0
9,-1,0,-1,0
60,-1,0,-1,7
48,-1,0,-1,8
57,0,0,-1,15
28,-2,0,-1,3
2,0,0,-1,0
2,0,0,-1,0
47,0,0,-1,10
82,0,0,-1,12
77,0,0,-1,9
26,-1,0,-1,2
30,-1,0,-1,0
3,-1,0,-1,0
35,-1,0,-1,8
71,0,0,-1,16
60,-1,0,-1,6
79,0,0,-1,9
74,0,0,-1,16
55,0,0,-1,15
46,0,0,-1,13
48,-1,0,-1,9
49,-1,0,-1,8
17,-2,0,-1,3
72,0,0,-1,9
56,0,0,-1,10
15,-1,0,-1,1
60,-1,0,-1,10
19,-2,0,-1,0
39,-1,0,-1,7
43,-2,0,-1,2
26,-1,0,-1,0
74,0,0,-1,16
42,-1,0,-1,0
48,-1,0,-1,6
39,-1,0,-1,16
67,0,0,-1,10
23,-1,0,-1,0
66,-1,0,-1,8
39,-1,0,-1,0
49,0,0,-1,8
24,-1,0,-1,5
54,0,0,-1,21
52,-1,0,-1,9
24,0,0,-1,5
38,0,0,-1,8
17,-2,0,-1,2
37,-1,0,-1,7
49,-1,0,-1,12
52,0,0,-1,4
36,-1,0,-1,14
59,0,0,-1,11
32,-1,0,-1,5
49,0,0,-1,3
51,0,0,-1,13
22,-1,0,-1,8
39,0,0,-1,7
40,0,0,-1,7
53,-1,0,-1,15
52,-1,0,-1,5
3,-1,0,-1,0
39,0,0,-1,2
51,0,0,-1,15
51,0,0,-1,12
52,-1,0,-1,2
28,-1,0,-1,4
63,-1,0,-1,3
41,0,0,-1,2
69,-1,0,-1,9
46,0,0,-1,10
7,-2,0,-1,0
10,-1,0,-1,0
53,0,0,-1,8
30,-1,0,-1,4
44,-1,0,-1,10
61,0,0,-1,10
42,-1,0,-1,0
37,0,0,-1,10
55,-1,0,-1,4
64,0,0,-1,13
58,-1,0,-1,16
29,-1,0,-1,4
55,-1,0,-1,8
47,-1,0,-1,2
55,0,0,-1,7
10,-2,0,-1,0
25,-1,0,-1,3
51,0,0,-1,5
44,-1,0,-1,10
41,-1,0,-1,7
40,0,0,-1,4
38,-1,0,-1,6
20,0,0,-1,8
50,-1,0,-1,11
64,0,0,-1,13
25,-2,0,-1,3
52,0,0,-1,6
37,-1,0,-1,2
53,-1,0,-1,4
67,0,0,-1,21
43,-1,0,-1,3
49,-1,0,-1,9
35,-1,0,-1,7
22,0,0,-1,6
54,0,0,-1,6
71,-1,0,-1,13
22,-1,0,-1,4
12,-2,0,-1,0
37,-1,0,-1,8
59,-1,0,-1,23
41,0,0,-1,7
51,0,0,-1,4
66,0,0,-1,10
52,0,0,-1,3
31,0,0,-1,3
28,-2,0,-1,3
54,0,0,-1,11
21,-1,0,-1,6
73,0,0,-1,17
30,-2,0,-1,2
23,-2,0,-1,0
18,-1,0,-1,3
68,0,0,-1,13
40,0,0,-1,7
61,-1,0,-1,20
54,-1,0,-1,21
36,0,0,-1,6
47,-1,0,-1,6
54,-1,0,-1,10
52,-1,0,-1,7
7,-2,0,-1,2
64,0,0,-1,17
39,-2,0,-1,0
64,-1,0,-1,13
24,-2,0,-1,2
25,-1,0,-1,8
42,-1,0,-1,14
81,0,0,-1,18
42,-1,0,-1,2
55,-1,0,-1,14
46,0,0,-1,2
5,-1,0,-1,0
48,-1,0,-1,11
30,-1,0,-1,0
47,0,0,-1,13
41,-1,0,-1,16
43,0,0,-1,10
47,-1,0,-1,15
51,-1,0,-1,8
41,-2,0,-1,2
46,0,0,-1,16
41,0,0,-1,1
74,0,0,-1,8
22,-1,0,-1,0
30,-1,0,-1,0
55,-2,0,-1,2
50,-1,0,-1,15
58,0,0,-1,9
